BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2016-9-26,25,22,19,18,17,16,94,81,65,1019,1017,1016,10,9,5,21,8,,0.00,7,Rain,264
2016-9-27,26,22,19,19,17,15,88,76,64,1021,1019,1017,10,9,5,23,8,,0.00,6,Rain,189
2016-9-28,26,23,20,18,17,16,88,73,54,1021,1018,1015,10,10,10,26,11,,0.00,4,,93
2016-9-29,29,24,20,20,18,17,88,72,58,1016,1014,1012,10,10,10,32,11,47,0.00,3,,156
2016-9-30,23,21,19,19,18,16,94,85,73,1020,1017,1015,10,7,5,23,10,,0.00,7,Rain,116
2016-10-1,23,20,18,18,17,16,94,81,69,1023,1021,1019,10,8,4,19,10,,0.00,8,Rain,109
2016-10-2,23,21,19,19,17,16,88,80,73,1023,1021,1020,10,10,10,16,10,,0.00,8,Rain,110
2016-10-3,29,24,20,19,17,15,88,72,54,1020,1017,1014,10,9,7,26,11,,0.00,5,Rain,74
2016-10-4,22,20,19,20,18,17,94,88,78,1014,1012,1010,10,7,4,26,11,,0.00,7,Rain,143
2016-10-5,26,23,20,20,18,17,94,79,61,1015,1013,1011,10,10,6,27,16,,0.00,6,Rain,142
2016-10-6,24,22,20,19,18,17,88,80,69,1010,1007,1004,10,9,5,19,8,,0.00,6,Rain,79
2016-10-7,27,23,20,19,17,16,94,74,51,1015,1010,1006,10,10,10,32,11,42,0.00,4,Rain,214
2016-10-8,28,23,19,20,18,17,94,79,51,1016,1014,1013,10,10,10,26,10,,0.00,2,,126
2016-10-9,28,24,21,21,19,19,94,80,62,1021,1017,1014,10,10,8,29,11,,0.00,5,,160
2016-10-10,25,23,21,19,17,17,88,73,65,1024,1022,1020,10,10,8,21,16,,0.00,7,,131
2016-10-11,28,24,20,20,18,15,78,69,57,1021,1019,1014,10,10,10,21,10,,0.00,4,Rain-Thunderstorm,114
2016-10-12,28,24,21,21,20,18,88,75,62,1018,1016,1014,10,10,10,26,14,,0.00,3,,146
2016-10-13,31,26,22,21,20,18,83,67,46,1016,1014,1011,,,,24,8,,0.00,,,119
2016-10-14,32,28,24,23,21,19,89,73,49,1017,1015,1014,10,10,10,21,10,,0.00,6,Rain,105
2016-10-15,29,26,23,22,21,19,94,79,65,1018,1016,1014,10,10,10,24,11,,0.00,6,,161
2016-10-16,31,27,23,24,23,20,94,78,62,1015,1012,1009,10,9,6,26,10,,0.00,4,,160
2016-10-17,30,27,24,24,23,22,89,78,62,1013,1011,1009,10,10,10,26,10,,0.00,2,,180
2016-10-18,30,27,24,24,23,22,94,81,66,1013,1011,1010,10,9,7,26,11,,0.00,1,,152
2016-10-19,29,27,24,24,23,22,94,86,74,1012,1010,1007,10,7,5,27,13,,0.00,3,,165
2016-10-20,33,28,23,25,23,22,100,81,55,1012,1009,1005,10,8,6,29,14,,0.00,4,,168
2016-10-21,29,27,24,24,23,22,94,81,70,1016,1012,1008,10,9,8,26,14,,0.00,5,Rain,177
2016-10-22,25,23,22,22,21,19,94,85,74,1020,1017,1015,10,7,5,24,18,,0.00,7,Rain,168
2016-10-23,28,24,22,22,21,19,88,80,66,1020,1018,1017,10,9,5,26,10,,0.00,7,,131
2016-10-24,29,26,23,23,21,20,89,76,58,1017,1015,1013,10,10,10,29,11,,0.00,5,,102
2016-10-25,28,26,23,23,22,20,94,81,66,1015,1014,1013,10,9,7,23,11,,0.00,7,Rain,128
2016-10-26,31,27,23,23,22,20,88,76,62,1015,1010,1006,10,10,10,21,13,,0.00,5,,116
2016-10-27,33,28,24,24,22,21,94,72,49,1008,1004,999,10,9,8,27,10,47,0.00,5,Rain-Thunderstorm,222
2016-10-28,26,23,20,23,19,14,94,78,61,1020,1012,1006,10,9,5,29,13,47,0.00,6,Rain,198
2016-10-29,26,22,19,18,16,15,88,71,51,1024,1021,1019,10,10,10,27,13,,0.00,5,,219
2016-10-30,25,23,21,18,17,15,83,73,61,1023,1021,1019,10,10,9,23,10,,0.00,6,Rain,122
2016-10-31,29,24,20,19,17,16,83,69,55,1020,1018,1017,10,10,10,16,8,,0.00,2,,71
