BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2016-1-1,29,25,21,21,19,18,88,78,51,1016,1015,1013,19,10,2,26,16,45,8.89,5,Rain-Thunderstorm,325
2016-1-2,25,22,20,21,19,2,94,84,27,1017,1016,1014,14,9,5,21,10,,4.06,7,Rain,114
2016-1-3,23,21,20,19,18,17,94,86,70,1019,1016,1015,19,9,3,26,11,,0.00,8,Rain,135
2016-1-4,25,21,18,18,17,15,88,76,57,1020,1019,1017,19,11,8,26,16,,0.00,6,,127
2016-1-5,27,23,18,18,16,15,83,68,48,1021,1019,1017,19,11,10,24,14,,0.00,4,,117
2016-1-6,31,24,19,19,17,13,83,70,33,1019,1017,1015,19,11,9,23,11,37,0.00,4,,102
2016-1-7,31,26,20,21,17,14,83,61,26,1017,1014,1012,19,14,10,26,10,,0.00,2,,87
2016-1-8,31,27,22,21,17,15,73,62,40,1017,1014,1013,19,11,9,29,10,,0.00,2,Thunderstorm,134
2016-1-9,30,26,21,21,19,17,94,77,48,1018,1016,1015,19,10,1,34,10,66,20.07,5,Rain-Thunderstorm,107
2016-1-10,28,24,21,21,19,1,88,80,18,1018,1016,1014,19,10,4,24,10,48,1.02,7,Rain-Thunderstorm,47
2016-1-11,23,22,21,20,19,19,88,85,78,1017,1014,1012,14,10,7,27,19,47,2.03,6,Rain,339
2016-1-12,26,24,22,21,20,19,94,86,69,1013,1012,1011,19,10,2,27,14,,0.00,8,Rain,332
2016-1-13,28,24,22,21,20,19,88,82,60,1014,1012,1011,19,9,5,26,11,,0.00,8,,303
2016-1-14,25,23,21,21,20,19,94,86,72,1015,1013,1012,19,8,2,24,14,,13.97,8,Rain,143
2016-1-15,22,20,19,19,18,16,94,88,83,1014,1013,1011,14,8,3,23,13,,2.03,8,Rain,153
2016-1-16,24,21,18,17,16,6,88,78,38,1017,1014,1013,19,11,10,26,18,,0.00,6,,160
2016-1-17,24,20,16,15,14,13,88,69,47,1018,1016,1015,19,11,10,34,18,,0.00,2,,136
2016-1-18,22,20,18,16,15,14,83,76,59,1018,1016,1015,19,11,10,26,18,,0.00,7,Rain,129
2016-1-19,22,20,18,17,14,13,88,72,58,1018,1016,1015,19,11,5,27,19,,0.00,8,Rain,134
2016-1-20,21,19,17,18,16,14,94,83,71,1018,1016,1015,19,9,4,27,18,,0.00,8,Rain,142
2016-1-21,24,20,16,16,15,13,88,77,43,1020,1017,1015,19,10,5,29,18,45,0.00,6,Rain,148
2016-1-22,23,19,16,17,15,13,88,75,62,1020,1019,1017,19,11,10,29,18,,0.00,6,,139
2016-1-23,26,22,18,18,16,15,88,76,51,1020,1018,1016,19,11,10,24,13,,0.00,6,,138
2016-1-24,27,23,19,21,18,16,88,79,54,1019,1017,1015,19,8,3,26,8,,1.02,5,Rain,95
2016-1-25,32,26,20,20,18,16,88,68,29,1019,1017,1013,19,11,8,23,8,,0.00,4,Rain-Thunderstorm,51
2016-1-26,32,27,21,19,18,16,83,60,32,1018,1014,1011,19,12,10,26,14,39,0.00,3,,339
2016-1-27,28,24,20,21,19,1,88,77,28,1019,1016,1012,14,9,0,32,14,53,43.94,6,Fog-Rain-Thunderstorm,163
2016-1-28,28,24,20,20,19,18,88,78,51,1020,1017,1016,19,10,10,26,11,,0.00,6,,140
2016-1-29,28,25,22,19,19,17,83,72,43,1020,1018,1017,19,11,10,23,13,32,0.76,6,Rain,49
2016-1-30,30,26,22,21,18,16,83,66,40,1021,1019,1017,19,10,6,23,13,,0.00,3,Rain-Thunderstorm,12
2016-1-31,32,28,23,20,14,10,69,46,18,1021,1019,1017,19,13,10,24,10,50,0.00,2,,360
2016-2-1,32,28,23,20,16,11,74,49,21,1021,1020,1018,19,13,10,21,8,77,0.00,1,,336
2016-2-2,30,26,21,21,19,18,88,72,46,1020,1019,1017,19,11,7,26,13,47,0.00,3,Thunderstorm,166
2016-2-3,29,26,22,20,18,17,83,70,51,1019,1018,1016,19,11,10,27,13,,0.00,5,,127
2016-2-4,27,24,21,20,18,18,83,72,48,1021,1018,1016,19,11,8,19,11,37,0.00,5,,136
2016-2-5,33,27,21,21,18,16,88,67,36,1021,1019,1012,19,9,1,40,13,71,5.08,2,Rain-Thunderstorm,47
2016-2-6,28,24,21,20,19,18,88,79,55,1022,1021,1019,19,10,7,29,11,,0.00,5,Thunderstorm,159
2016-2-7,28,24,21,20,19,17,83,74,51,1022,1020,1018,19,11,10,27,11,,0.00,5,,121
2016-2-8,32,26,19,21,18,15,88,71,28,1021,1020,1018,19,10,2,24,10,,23.11,3,Rain-Thunderstorm,43
2016-2-9,31,25,19,20,18,16,83,59,33,1022,1020,1017,19,13,10,24,11,,0.00,3,,314
2016-2-10,32,27,23,21,18,2,83,65,21,1020,1019,1017,19,12,10,32,13,42,0.00,5,Thunderstorm,260
2016-2-11,26,23,20,20,19,17,88,80,63,1019,1018,1016,11,9,3,24,13,42,12.95,5,Rain,147
2016-2-12,26,22,18,17,16,15,88,70,45,1019,1018,1016,19,11,10,26,14,,0.00,4,,136
2016-2-13,28,23,19,19,17,15,83,70,51,1017,1016,1015,19,11,10,21,11,,0.00,4,,115
2016-2-14,32,27,21,20,18,15,83,62,29,1017,1015,1012,19,14,10,26,11,45,0.00,3,,293
2016-2-15,30,25,20,20,19,2,88,74,21,1018,1016,1014,19,8,1,42,11,63,71.88,7,Rain-Thunderstorm,72
2016-2-16,28,24,21,20,19,18,88,75,46,1019,1017,1016,19,10,6,27,11,42,0.00,4,Rain,342
2016-2-17,30,26,21,20,19,18,88,74,41,1019,1017,1015,19,10,5,35,13,63,16.00,4,Rain-Thunderstorm,327
2016-2-18,29,26,22,20,19,19,83,74,51,1019,1017,1015,19,10,3,32,13,55,2.03,5,Rain-Thunderstorm,317
2016-2-19,30,26,21,20,19,18,88,72,49,1018,1016,1015,19,9,1,26,8,47,25.91,4,Rain-Thunderstorm,60
2016-2-20,31,26,21,22,19,18,83,70,35,1018,1016,1014,19,11,7,26,11,,0.00,4,Rain-Thunderstorm,1
2016-2-21,26,23,20,20,19,18,88,81,54,1019,1017,1015,19,10,3,16,8,,12.95,6,Rain-Thunderstorm,25
2016-2-22,24,22,20,20,19,18,88,78,63,1019,1017,1015,19,11,10,26,11,58,0.00,5,Rain,26
2016-2-23,26,23,21,19,18,15,88,69,52,1021,1020,1017,19,12,10,27,14,72,0.00,6,Rain,349
2016-2-24,27,23,21,20,18,17,88,75,53,1020,1018,1016,19,10,3,21,11,,6.10,4,Rain-Thunderstorm,320
2016-2-25,29,25,21,19,17,15,83,62,37,1017,1016,1013,19,12,10,21,11,,0.00,3,Rain,342
