BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2015-1-24,36,31,26,24,23,20,89,67,50,1014,1013,1012,19,10,6,21,10,,0.00,6,Rain,54
2015-1-25,36,31,25,23,22,19,83,56,32,1013,1011,1009,19,11,10,16,10,,0.00,2,,32
2015-1-26,34,30,26,25,23,21,78,63,43,1013,1012,1010,19,11,10,24,11,,0.00,4,,108
2015-1-27,34,30,26,26,23,22,84,67,52,1014,1012,1010,19,12,10,24,11,,0.00,3,Thunderstorm,1
2015-1-28,35,30,26,25,24,22,89,72,46,1014,1012,1009,19,11,9,26,13,66,0.00,4,Thunderstorm,21
2015-1-29,37,31,25,27,24,21,89,64,50,1012,1010,1008,19,13,10,26,13,,0.00,1,Thunderstorm,83
2015-1-30,36,32,28,26,25,24,84,69,51,1015,1012,1009,19,12,10,29,13,42,0.00,4,,129
2015-1-31,32,28,24,25,24,23,94,80,62,1017,1015,1014,19,9,6,26,11,,0.00,5,Rain-Thunderstorm,151
2015-2-1,32,29,26,25,24,23,89,73,54,1016,1014,1012,19,9,4,24,11,,6.10,4,Rain-Thunderstorm,139
2015-2-2,27,26,24,24,21,2,89,76,22,1015,1014,1013,19,10,8,26,8,39,2.03,7,Rain-Thunderstorm,53
2015-2-3,31,27,23,24,22,20,94,74,48,1013,1011,1009,19,9,5,32,10,,5.08,4,Rain-Thunderstorm,171
2015-2-4,31,27,23,24,21,2,89,69,20,1010,1009,1007,19,9,4,26,11,,2.03,6,Rain-Thunderstorm,66
2015-2-5,32,28,23,24,23,22,89,73,53,1007,1005,1002,19,10,4,19,10,,2.03,6,Rain,5
2015-2-6,28,27,24,25,23,21,89,81,74,1008,1005,1003,19,11,10,21,13,,0.00,6,Rain-Thunderstorm,168
2015-2-7,31,27,23,24,23,22,89,79,62,1011,1008,1005,19,11,10,24,10,,0.25,4,Rain,109
2015-2-8,31,27,24,24,23,21,94,81,66,1013,1011,1009,19,10,6,27,11,,0.00,3,Rain-Thunderstorm,100
2015-2-9,32,28,23,25,24,22,94,77,66,1013,1011,1010,19,12,10,21,11,,0.00,4,Rain-Thunderstorm,148
2015-2-10,36,31,26,26,24,23,89,67,50,1014,1011,1010,19,11,10,24,8,,0.00,1,,19
2015-2-11,36,31,26,26,24,22,79,64,49,1014,1012,1011,19,12,10,23,8,,0.00,1,,110
2015-2-12,37,32,27,26,24,22,84,61,44,1015,1013,1011,19,13,10,24,11,,0.00,1,,23
2015-2-13,34,31,27,27,25,23,79,68,53,1015,1013,1011,19,12,10,27,13,,0.00,1,,147
2015-2-14,33,30,27,27,26,22,89,75,62,1015,1013,1010,19,11,10,24,11,,0.00,2,Thunderstorm,137
2015-2-15,34,28,22,27,24,20,94,75,56,1014,1011,1007,19,9,5,32,11,50,8.89,4,Rain-Thunderstorm,310
2015-2-16,28,26,22,24,23,22,94,80,67,1014,1013,1012,10,8,6,16,10,,0.00,7,Rain,111
2015-2-17,32,29,25,26,24,20,89,74,62,1013,1011,1008,19,11,8,32,11,55,0.00,5,Thunderstorm,89
2015-2-18,33,29,25,26,23,20,89,69,50,1011,1010,1008,19,11,9,13,6,,0.00,6,Rain,355
2015-2-19,38,32,27,24,22,21,74,54,33,1011,1010,1007,19,12,10,13,6,,0.00,3,,23
2015-2-20,38,32,26,25,23,21,79,60,35,1014,1012,1010,19,12,10,23,10,,0.00,1,,38
2015-2-21,33,29,26,24,23,21,79,65,48,1017,1015,1014,19,12,10,26,11,,0.00,1,,136
2015-2-22,32,29,25,25,23,23,89,72,54,1018,1016,1014,19,11,10,32,11,,0.00,1,,151
2015-2-23,32,29,25,25,24,23,89,72,59,1018,1016,1014,19,11,10,26,10,,0.00,1,,124
2015-2-24,32,29,25,24,23,22,89,67,54,1016,1015,1013,19,12,10,26,11,,0.00,1,,149
2015-2-25,34,30,26,24,23,22,89,69,52,1016,1015,1013,19,12,10,19,6,,0.00,5,,128
2015-2-26,33,29,25,25,23,22,89,70,52,1013,1011,1009,19,13,10,27,10,,0.00,2,,84
2015-2-27,34,29,24,24,23,21,89,70,47,1011,1009,1007,19,13,10,27,13,,0.00,1,,116
2015-2-28,34,29,25,25,23,22,89,72,56,1016,1012,1008,19,10,5,37,14,48,0.00,4,,163
2015-3-1,31,27,23,23,21,20,89,66,46,1019,1017,1016,19,11,10,27,11,,0.00,3,,141
2015-3-2,31,27,23,23,21,20,88,65,48,1020,1017,1015,19,12,10,24,10,,0.00,2,,113
2015-3-3,32,28,23,23,22,20,83,67,52,1017,1015,1014,19,11,10,26,8,,0.00,2,,89
2015-3-4,32,28,24,24,23,22,94,72,59,1016,1014,1013,19,11,9,27,11,,0.00,1,,97
2015-3-5,32,28,23,23,22,19,94,69,43,1015,1012,1010,19,13,10,26,11,,0.00,1,,146
2015-3-6,35,30,24,23,22,21,83,63,41,1013,1011,1009,19,12,10,26,11,,0.00,1,,157
2015-3-7,29,26,22,23,22,21,94,81,64,1014,1012,1010,19,9,3,23,11,,28.96,6,Rain-Thunderstorm,147
2015-3-8,31,27,22,24,23,22,100,81,62,1013,1012,1010,19,11,10,21,10,,2.03,5,Rain-Thunderstorm,162
2015-3-9,32,28,24,25,24,23,100,87,63,1011,1010,1009,19,9,5,13,8,,2.03,6,Rain,26
2015-3-10,30,27,24,25,23,23,94,82,69,1010,1009,1007,19,11,6,13,8,,0.25,7,Rain,6
2015-3-11,33,29,26,24,23,22,84,72,54,1009,1008,1007,19,11,10,16,10,,0.25,6,,346
2015-3-12,34,29,25,25,24,23,94,81,56,1011,1010,1008,19,11,10,21,8,,0.00,6,,164
2015-3-13,29,27,24,25,24,21,100,89,74,1013,1011,1009,10,8,3,29,10,,2.03,4,Rain,36
2015-3-14,28,26,23,25,24,23,94,87,79,1014,1012,1011,10,8,5,19,10,,0.00,4,,139
2015-3-15,30,27,24,25,24,23,94,83,67,1014,1012,1011,19,9,5,24,10,,0.00,4,,148
2015-3-16,29,26,23,26,24,20,94,84,73,1014,1011,1009,9,6,1,34,13,,13.97,3,Rain-Thunderstorm,29
2015-3-17,27,24,23,23,23,22,89,85,70,1015,1014,1012,11,8,5,11,8,,0.00,7,Rain,17
2015-3-18,29,27,24,25,24,23,94,85,74,1016,1015,1013,19,9,5,21,11,,0.00,5,Thunderstorm,127
2015-3-19,29,27,24,25,24,23,94,84,74,1016,1015,1013,19,10,6,21,10,,0.00,3,,118
2015-3-20,29,27,24,25,23,22,94,83,70,1014,1012,1010,19,11,10,26,10,,0.00,3,,40
2015-3-21,26,25,24,24,23,22,94,88,78,1012,1010,1008,19,9,3,23,10,,0.00,6,Rain,357
2015-3-22,28,25,22,24,23,22,100,89,74,1014,1010,1008,19,8,1,27,11,47,27.94,6,Rain-Thunderstorm,169
2015-3-23,26,23,21,22,21,19,94,84,68,1019,1016,1014,18,10,8,16,6,,0.00,6,Rain,314
2015-3-24,28,25,22,23,21,20,94,77,63,1020,1019,1017,19,11,7,23,11,,0.00,4,,162
2015-3-25,28,26,23,22,21,20,94,75,62,1020,1017,1016,19,11,10,23,13,,0.00,3,,122
2015-3-26,29,26,22,23,22,20,89,77,58,1015,1013,1010,19,13,10,23,10,,0.00,1,,77
2015-3-27,29,27,24,24,22,20,94,76,64,1017,1015,1013,19,9,4,26,11,,0.00,3,,142
2015-3-28,28,27,25,24,23,22,89,82,63,1019,1016,1015,19,10,6,19,10,,0.00,6,,157
2015-3-29,28,26,24,24,23,23,94,86,74,1015,1014,1012,10,7,4,37,13,48,8.89,7,Rain-Thunderstorm,142
2015-3-30,28,26,24,26,24,23,94,86,79,1014,1012,1010,14,10,6,14,6,,0.00,5,Rain,151
2015-3-31,31,28,26,26,24,21,94,76,51,1013,1011,1009,19,9,4,19,11,,0.00,5,Rain,148
2015-4-1,28,27,25,24,22,21,89,77,65,1016,1014,1012,19,10,6,19,8,,0.00,7,,177
2015-4-2,27,24,23,23,21,20,89,77,62,1018,1017,1015,19,11,10,16,8,,0.00,5,,130
2015-4-3,27,24,22,21,18,16,94,65,43,1018,1015,1014,19,11,10,21,11,,0.00,2,,111
2015-4-4,28,26,22,22,20,17,83,70,51,1015,1012,1010,19,14,10,21,8,,0.00,1,,91
2015-4-5,31,27,23,23,21,2,89,70,22,1011,1008,1006,19,11,8,14,8,,2.03,6,Rain-Thunderstorm,48
2015-4-6,33,29,24,23,22,20,83,69,49,1011,1007,1004,19,11,7,35,18,53,0.00,5,Rain,268
2015-4-7,25,23,21,21,19,16,94,83,48,1018,1015,1011,14,7,3,34,11,,7.11,7,Rain,245
2015-4-8,26,23,20,20,19,18,94,73,59,1020,1018,1017,19,10,8,19,10,,0.00,3,,90
2015-4-9,27,24,21,21,19,18,78,71,61,1020,1019,1017,19,12,10,23,8,,0.00,4,,116
2015-4-10,26,24,22,20,19,18,83,70,56,1021,1019,1018,19,11,10,21,10,,0.00,2,,143
2015-4-11,27,24,22,21,20,19,88,76,62,1020,1017,1015,19,12,10,21,8,,0.00,1,,134
2015-4-12,26,23,21,22,21,19,89,78,69,1017,1015,1014,19,11,10,23,10,,0.00,2,,129
2015-4-13,26,24,22,21,21,20,88,78,66,1019,1017,1016,19,10,7,23,10,,0.00,1,,134
2015-4-14,27,24,22,22,21,19,83,76,69,1019,1016,1014,19,14,10,26,10,,0.00,1,,139
2015-4-15,28,26,23,23,21,18,89,69,58,1016,1013,1011,19,16,10,19,8,,0.00,3,,79
2015-4-16,30,27,24,24,22,21,89,78,64,1015,1013,1011,19,10,7,29,10,,0.00,6,,175
2015-4-17,29,27,23,23,22,22,94,80,62,1018,1016,1014,19,11,10,23,11,,0.00,3,,174
2015-4-18,28,25,22,23,22,22,94,78,66,1016,1013,1010,19,11,8,21,8,,0.00,2,,131
2015-4-19,27,26,24,25,24,22,94,88,78,1015,1013,1011,19,8,4,16,11,,0.00,5,,133
2015-4-20,29,26,23,25,23,22,94,84,70,1014,1011,1009,19,7,5,24,8,,0.00,1,,177
2015-4-21,34,29,24,26,23,21,100,78,41,1013,1011,1009,19,9,5,26,13,39,0.00,6,,258
2015-4-22,24,23,23,23,22,21,94,91,83,1017,1015,1013,11,7,5,16,10,,4.06,7,Rain,143
2015-4-23,26,24,23,23,22,21,94,86,78,1018,1017,1016,19,10,5,16,6,,0.25,6,Rain,99
2015-4-24,27,25,23,23,22,21,88,79,67,1017,1015,1013,19,11,10,23,11,,0.00,2,Rain,94
2015-4-25,29,26,23,21,19,18,83,68,51,1018,1016,1014,19,11,8,27,13,45,0.51,4,Rain,246
2015-4-26,26,23,21,21,20,20,94,81,63,1020,1018,1017,19,11,9,16,10,,0.00,4,,214
2015-4-27,26,23,22,21,20,19,94,80,69,1020,1017,1016,19,10,5,19,10,,0.00,5,Rain,119
2015-4-28,26,23,21,22,21,19,89,79,68,1017,1015,1013,19,12,10,23,10,,0.00,2,,143
2015-4-29,27,24,23,22,20,18,89,75,57,1017,1016,1014,19,11,10,19,10,,0.00,4,,185
2015-4-30,22,20,19,20,19,18,100,88,71,1019,1018,1016,14,7,3,21,10,,9.91,6,Rain,142
2015-5-1,24,22,19,19,18,17,94,76,61,1019,1017,1015,19,10,6,16,10,,0.00,4,,83
2015-5-2,25,23,21,21,20,19,94,83,68,1017,1015,1014,19,13,10,23,8,,0.00,2,,29
2015-5-3,29,26,22,22,21,19,88,73,59,1016,1013,1012,19,14,10,13,5,,0.00,4,,138
2015-5-4,30,27,23,23,21,19,88,72,56,1015,1012,1009,19,10,5,19,8,,0.00,6,Rain,47
2015-5-5,26,23,21,21,20,18,94,78,61,1019,1017,1015,19,9,4,21,14,,0.00,7,Rain,185
2015-5-6,23,22,21,20,19,18,94,86,78,1020,1018,1016,19,10,9,13,6,,0.00,6,,38
2015-5-7,24,22,20,20,18,18,94,78,64,1020,1017,1014,19,10,7,26,10,,0.51,5,Rain,177
2015-5-8,24,22,20,18,17,14,88,75,55,1024,1022,1020,19,9,5,32,19,48,0.00,7,Rain,51
2015-5-9,25,22,18,19,18,17,94,75,58,1021,1019,1018,19,13,6,14,8,,0.00,2,,51
2015-5-10,26,22,19,21,19,18,94,77,61,1017,1014,1012,19,19,19,21,8,,0.00,,,148
2015-5-11,29,26,22,21,19,17,88,73,48,1012,1010,1008,19,10,6,27,13,,1.02,6,Rain,226
2015-5-12,27,24,21,21,19,17,94,75,54,1018,1015,1012,19,11,10,26,10,,0.00,3,,207
2015-5-13,26,23,21,20,19,17,94,74,55,1023,1021,1018,19,11,9,23,11,,0.00,5,,184
2015-5-14,24,22,19,19,18,17,94,78,67,1023,1022,1020,19,10,5,21,11,,0.00,7,,131
2015-5-15,25,22,18,18,17,16,88,73,61,1024,1023,1021,19,11,10,23,8,,0.00,4,,93
2015-5-16,24,22,20,20,18,17,88,76,67,1025,1023,1022,19,11,10,19,8,,0.00,5,Rain,72
2015-5-17,26,23,22,20,19,18,83,75,69,1025,1023,1021,19,12,10,16,8,,0.00,3,,111
2015-5-18,24,23,21,20,19,18,88,78,69,1023,1021,1020,19,11,10,13,6,,0.00,5,,124
2015-5-19,26,23,21,21,19,18,88,80,72,1022,1021,1019,19,11,10,19,8,,0.00,3,,112
2015-5-20,24,22,19,20,19,17,88,77,65,1023,1021,1019,19,12,10,19,8,,0.00,2,,151
2015-5-21,26,22,19,20,19,17,88,75,61,1024,1023,1022,19,11,10,23,8,,0.00,2,,148
2015-5-22,25,22,20,19,18,17,94,77,60,1025,1022,1019,19,12,10,14,10,,0.00,1,,130
2015-5-23,26,23,19,18,17,16,88,71,51,1022,1018,1016,19,16,10,11,6,,0.00,2,,300
2015-5-24,29,24,19,21,19,16,94,73,41,1016,1014,1012,19,19,19,16,10,,0.00,,,22
2015-5-25,27,24,21,21,19,17,94,74,49,1016,1015,1013,19,14,8,16,10,,0.00,,,119
2015-5-26,26,23,20,22,21,19,100,90,74,1019,1017,1015,11,5,0,19,8,,0.00,3,Fog,135
2015-5-27,26,22,18,21,19,18,100,83,57,1017,1014,1012,19,7,1,16,8,,0.00,2,Fog,169
2015-5-28,32,27,21,22,20,18,100,76,33,1013,1011,1008,19,11,2,42,13,,16.00,3,Rain-Thunderstorm,359
2015-5-29,23,22,20,21,19,17,94,83,70,1014,1012,1010,19,10,6,27,8,,0.00,4,Rain,157
2015-5-30,23,21,19,20,19,18,100,87,73,1017,1015,1014,11,6,3,19,10,,0.00,3,,136
2015-5-31,23,21,20,21,20,19,100,94,88,1019,1017,1015,10,5,3,14,8,,0.51,7,Rain,4
2015-6-1,24,22,20,20,19,18,100,84,64,1021,1020,1017,11,8,5,11,6,,0.00,6,Rain,278
2015-6-2,22,21,19,20,19,18,100,91,81,1022,1021,1019,19,9,4,10,6,,0.00,6,,89
2015-6-3,24,22,20,19,18,16,88,75,67,1022,1021,1020,19,12,10,16,8,,0.00,4,,177
2015-6-4,23,21,19,19,18,17,94,78,69,1023,1021,1020,19,14,9,21,8,,0.00,,Fog,80
2015-6-5,24,21,19,21,20,18,100,88,77,1023,1021,1019,19,9,6,19,8,,0.00,1,,126
2015-6-6,27,23,19,22,21,19,100,87,61,1020,1018,1016,19,5,0,11,6,,0.00,4,Fog,4
2015-6-7,28,24,20,21,20,19,100,80,61,1020,1018,1016,19,19,19,14,8,,0.00,,,21
2015-6-8,29,24,20,21,19,17,94,75,45,1019,1017,1015,19,17,10,14,8,,0.00,1,,354
2015-6-9,27,23,20,20,18,16,88,72,58,1018,1016,1014,19,14,10,14,10,,0.00,1,,11
2015-6-10,28,23,19,20,18,17,94,71,44,1018,1016,1014,19,12,8,14,10,,0.00,1,,8
2015-6-11,29,24,21,21,18,17,94,68,42,1016,1014,1012,19,13,8,13,10,,0.00,,,354
2015-6-12,27,24,21,22,21,19,94,84,60,1019,1017,1013,11,9,6,21,13,,0.00,7,Rain,180
2015-6-13,27,24,21,22,21,20,100,81,69,1017,1013,1011,19,10,6,19,6,,0.00,4,,237
2015-6-14,32,27,21,20,18,15,88,59,27,1012,1009,1007,19,13,7,23,11,,0.00,,,337
2015-6-15,27,23,19,21,19,16,100,86,48,1018,1014,1009,19,7,4,32,14,,2.03,6,Rain,192
2015-6-16,20,19,19,19,18,17,100,92,83,1022,1020,1019,10,6,5,16,8,,0.00,8,Rain,146
2015-6-17,24,21,19,22,21,19,100,90,78,1020,1018,1016,19,10,6,21,6,,0.00,4,,144
2015-6-18,29,24,20,22,21,19,100,81,53,1016,1014,1012,19,7,0,29,10,,0.00,2,Fog,351
2015-6-19,22,20,18,21,18,17,100,94,78,1027,1023,1019,8,4,1,37,16,58,11.94,8,Rain,188
2015-6-20,22,19,17,17,16,15,94,77,63,1029,1027,1026,19,10,4,14,5,,0.00,6,Rain,86
2015-6-21,22,20,18,18,16,15,83,73,58,1027,1025,1023,19,12,10,10,5,,0.00,6,Rain,12
2015-6-22,24,21,19,20,19,14,94,83,60,1025,1023,1021,19,12,10,11,8,,0.00,6,,343
2015-6-23,27,23,19,20,19,16,100,78,52,1024,1021,1019,19,9,0,21,10,,0.00,3,Fog,331
2015-6-24,22,20,18,20,17,16,100,82,62,1030,1027,1024,10,6,4,34,18,50,0.00,7,Rain,156
2015-6-25,21,19,18,17,16,14,94,77,60,1032,1031,1029,19,10,4,19,10,,0.00,6,,80
2015-6-26,23,20,18,17,16,14,83,78,65,1032,1030,1029,19,11,10,19,8,,0.00,3,,105
2015-6-27,23,20,17,18,17,16,100,81,62,1031,1028,1026,19,10,5,21,8,,0.00,3,,87
2015-6-28,23,21,18,20,18,16,94,81,68,1027,1024,1021,19,11,10,19,8,,0.00,1,,77
2015-6-29,23,21,18,19,18,17,94,78,55,1024,1021,1018,19,11,7,14,8,,0.00,2,,88
2015-6-30,26,22,19,19,18,16,88,71,52,1021,1018,1015,19,19,19,13,8,,0.00,,,347
2015-7-1,28,24,21,20,18,16,88,68,48,1020,1017,1016,19,11,10,34,10,45,0.00,5,Rain,283
2015-7-2,23,22,20,21,20,17,94,87,73,1021,1019,1017,19,10,6,19,8,,0.00,6,,106
2015-7-3,25,23,21,21,19,17,94,81,60,1017,1014,1011,19,12,10,13,5,,0.00,6,,20
2015-7-4,27,23,18,21,19,15,94,76,58,1020,1012,1010,19,9,3,27,11,47,2.03,6,Rain,271
2015-7-5,20,18,17,16,15,13,88,80,66,1023,1022,1021,10,7,4,21,11,,1.02,7,Rain,241
2015-7-6,22,20,18,17,17,15,94,81,66,1024,1021,1020,19,9,5,14,6,,0.00,7,Rain,47
2015-7-7,24,22,19,20,18,16,88,77,64,1020,1018,1016,19,12,10,16,6,,0.00,5,,78
2015-7-8,26,23,20,21,18,17,88,77,53,1017,1015,1014,19,14,10,11,6,,0.00,6,,354
2015-7-9,28,24,21,21,18,14,94,71,42,1019,1015,1013,19,12,10,19,8,,0.00,6,,248
2015-7-10,26,22,19,20,18,17,94,79,57,1022,1020,1018,19,12,8,24,8,,0.00,1,,87
2015-7-11,26,23,19,21,19,16,100,82,61,1020,1018,1017,19,10,6,26,8,,0.00,3,,186
2015-7-12,27,23,20,22,20,18,94,83,61,1019,1016,1013,19,18,14,16,6,,0.00,,,53
2015-7-13,28,24,21,21,21,19,100,79,58,1018,1015,1013,19,19,19,13,8,,0.00,,,334
2015-7-14,30,26,21,21,19,16,94,73,43,1018,1015,1014,19,19,18,13,8,,0.00,,,325
2015-7-15,26,23,21,21,20,19,94,86,65,1022,1019,1018,19,13,6,23,10,,0.00,,,43
2015-7-16,26,23,21,21,20,19,94,84,69,1023,1021,1019,13,7,5,14,8,,0.00,5,,86
2015-7-17,26,23,21,21,21,19,96,87,65,1025,1022,1020,19,9,5,21,8,,0.00,3,,35
2015-7-18,25,23,21,21,19,19,100,83,66,1022,1021,1019,19,10,5,21,10,,0.00,4,,93
2015-7-19,26,23,19,20,19,17,94,78,54,1023,1020,1017,19,9,6,16,8,,0.00,,,99
2015-7-20,31,26,21,20,18,15,88,67,38,1020,1017,1015,19,14,10,16,8,,0.00,1,,338
2015-7-21,32,26,20,19,17,14,94,65,32,1021,1016,1013,19,9,5,45,13,61,3.05,5,Rain,244
2015-7-22,21,19,18,18,17,16,94,85,75,1025,1023,1020,19,9,4,14,6,,0.00,8,Rain,99
2015-7-23,23,21,19,19,17,17,83,78,69,1026,1024,1023,19,11,10,14,6,,0.00,5,,110
2015-7-24,26,22,19,20,19,17,88,80,65,1024,1019,1016,19,12,10,19,6,,0.00,3,,75
2015-7-25,25,22,20,20,20,19,100,89,69,1018,1017,1015,19,10,7,27,11,,0.00,7,Rain,338
2015-7-26,23,21,20,20,18,17,94,86,78,1019,1017,1016,10,9,6,21,10,,0.00,6,Rain,178
2015-7-27,23,22,20,20,19,17,94,84,75,1020,1018,1016,19,9,6,21,6,,0.00,6,Rain,142
2015-7-28,24,22,20,21,20,19,94,87,75,1021,1019,1017,19,9,5,23,8,,0.00,4,,170
2015-7-29,24,22,21,21,21,20,94,89,81,1023,1021,1019,10,7,5,19,8,,0.00,6,,161
2015-7-30,24,23,21,21,21,19,95,87,76,1023,1021,1019,19,9,6,23,10,,0.00,4,,161
2015-7-31,24,23,21,22,21,19,97,89,81,1022,1020,1018,9,7,5,24,8,,0.00,4,,142
2015-8-1,33,27,21,22,21,17,100,80,47,1021,1019,1017,19,6,1,19,10,,0.00,4,Fog,42
2015-8-2,29,24,20,20,18,14,94,71,40,1019,1017,1015,19,13,9,16,8,,0.00,1,,331
2015-8-3,28,24,21,21,18,16,88,72,51,1018,1017,1016,19,19,19,19,8,,0.00,,,357
2015-8-4,28,24,20,20,18,15,88,72,42,1020,1018,1017,19,18,14,24,11,,0.00,,,59
2015-8-5,25,22,19,20,19,18,94,79,63,1020,1018,1017,14,8,5,23,8,,0.00,,,51
2015-8-6,28,23,19,21,19,16,88,77,48,1019,1017,1015,19,12,10,21,10,,0.00,2,,27
2015-8-7,27,23,20,21,19,18,88,76,57,1018,1016,1015,19,13,9,23,6,,0.00,1,,61
2015-8-8,26,23,20,21,19,18,88,76,61,1020,1019,1017,19,16,10,21,8,,0.00,1,,94
2015-8-9,26,23,20,20,18,17,88,75,56,1024,1021,1019,19,12,10,24,11,,0.00,1,,80
2015-8-10,26,23,19,19,17,16,83,71,57,1025,1023,1021,19,14,10,23,11,,0.00,1,,114
2015-8-11,26,22,18,18,16,15,83,69,51,1026,1023,1021,19,16,10,16,8,,0.00,1,,59
2015-8-12,24,21,18,18,16,15,78,70,57,1025,1022,1020,19,19,19,19,8,,0.00,,,93
2015-8-13,26,22,18,18,17,15,88,75,54,1024,1022,1020,19,19,19,21,10,,0.00,,,46
2015-8-14,26,22,18,19,18,16,88,73,51,1023,1021,1019,19,13,10,19,8,,0.00,2,,35
2015-8-15,27,23,19,18,17,16,83,68,46,1022,1020,1018,19,14,10,16,8,,0.00,1,,309
2015-8-16,27,23,19,18,18,17,94,73,45,1022,1020,1019,19,13,10,21,10,,0.00,1,,295
2015-8-17,24,22,19,19,18,17,88,76,61,1024,1021,1019,19,15,10,21,6,,0.00,1,,122
2015-8-18,30,24,19,19,17,14,88,67,37,1022,1018,1015,19,17,10,14,8,,0.00,1,,304
2015-8-19,30,25,20,20,18,15,83,63,43,1015,1012,1009,19,12,8,29,11,55,0.51,4,Rain-Thunderstorm,334
2015-8-20,27,24,21,17,14,13,78,57,38,1020,1017,1015,19,11,10,27,11,,0.00,3,,234
2015-8-21,24,21,18,19,18,17,100,85,61,1022,1019,1012,19,10,6,19,8,,0.00,5,Rain,150
2015-8-22,26,22,18,19,18,18,100,83,61,1019,1017,1015,19,12,10,24,8,,0.00,3,,170
2015-8-23,27,22,18,19,18,17,100,77,52,1015,1013,1010,19,19,19,16,5,,0.00,,,350
2015-8-24,27,23,19,20,18,17,89,78,61,1021,1017,1014,19,9,3,34,10,,0.00,6,Rain,129
2015-8-25,22,20,18,19,19,18,100,92,83,1021,1019,1016,11,7,4,21,8,,0.00,7,Rain,148
2015-8-26,24,21,18,20,19,18,100,89,72,1020,1017,1015,16,8,5,26,6,,0.00,4,,177
2015-8-27,30,24,19,19,18,16,94,74,46,1017,1016,1014,19,10,8,35,10,55,0.00,5,,355
2015-8-28,26,23,19,19,18,15,94,75,51,1023,1020,1017,19,11,10,24,11,,0.00,5,,181
2015-8-29,25,21,18,18,17,17,94,77,55,1024,1021,1019,19,12,10,23,8,,0.00,2,,165
2015-8-30,28,23,18,20,18,17,94,75,51,1021,1018,1016,19,19,19,24,10,,0.00,,,359
2015-8-31,31,25,19,21,18,14,100,70,36,1019,1016,1013,19,12,5,23,8,,0.00,,,348
