BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2015-12-13,30,25,20,19,18,17,88,65,36,1019,1017,1015,19,12,7,29,14,,0.00,2,Rain-Thunderstorm,352
2015-12-14,32,26,20,19,18,16,88,64,32,1019,1017,1014,19,10,3,32,14,50,0.00,4,Rain-Thunderstorm,348
2015-12-15,32,27,22,19,18,1,88,64,23,1020,1017,1015,19,11,5,27,13,53,12.95,3,Rain-Thunderstorm,329
2015-12-16,23,21,19,19,19,18,94,86,72,1021,1019,1017,19,9,3,21,11,,0.00,7,Rain,162
2015-12-17,27,23,19,20,18,17,94,82,58,1020,1018,1016,14,8,3,21,11,,0.00,7,Rain-Thunderstorm,137
2015-12-18,33,27,21,18,17,14,78,53,26,1018,1016,1014,19,12,10,26,11,47,0.00,2,Thunderstorm,4
2015-12-19,30,25,20,19,18,16,88,66,46,1022,1018,1016,19,11,5,23,13,45,6.10,5,Rain-Thunderstorm,332
2015-12-20,28,24,20,20,18,16,88,75,48,1021,1019,1018,19,10,4,26,8,,7.87,6,Rain-Thunderstorm,113
2015-12-21,27,23,21,20,18,18,83,78,58,1020,1018,1017,19,10,6,29,11,50,2.03,6,Rain-Thunderstorm,92
2015-12-22,31,26,20,22,19,16,89,74,32,1020,1017,1015,19,10,0,37,11,60,43.94,5,Rain-Thunderstorm,61
2015-12-23,32,27,22,21,19,18,88,62,35,1020,1018,1015,19,11,8,26,10,40,0.25,3,Rain-Thunderstorm,14
2015-12-24,31,27,22,20,19,17,83,67,35,1021,1019,1017,19,11,9,24,14,45,0.51,5,Rain-Thunderstorm,7
2015-12-25,29,26,22,20,18,18,78,67,51,1020,1018,1016,19,11,10,21,6,34,0.00,6,Rain-Thunderstorm,348
2015-12-26,29,24,21,20,18,17,88,70,43,1018,1016,1013,19,11,5,26,11,39,7.11,4,Rain-Thunderstorm,305
2015-12-27,28,24,21,20,18,1,88,73,17,1016,1015,1013,19,11,8,24,13,52,1.02,4,Rain-Thunderstorm,326
2015-12-28,26,23,21,19,18,18,88,78,61,1018,1016,1014,19,10,2,35,16,53,6.10,5,Rain-Thunderstorm,341
2015-12-29,23,22,21,19,18,1,83,78,25,1020,1019,1016,14,10,6,26,16,42,2.03,7,Rain,355
2015-12-30,22,21,20,18,17,16,83,77,65,1020,1019,1017,19,10,5,29,21,47,1.02,7,Rain,351
2015-12-31,29,24,21,20,18,17,83,69,53,1018,1016,1013,19,11,10,35,23,61,0.00,5,Rain-Thunderstorm,325
