AEDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2016-8-22,16,12,9,9,6,4,94,67,37,1017,1015,1012,31,14,10,37,13,55,1.02,6,Rain,303
2016-8-23,16,12,8,12,8,6,94,73,43,1017,1014,1011,31,13,6,32,19,47,2.03,5,Rain,238
2016-8-24,14,12,9,13,11,9,100,89,64,1016,1010,1005,14,7,1,47,26,61,23.11,6,Rain,158
2016-8-25,16,12,9,9,6,1,94,64,31,1015,1010,1007,31,13,10,34,24,40,0.25,5,Rain,243
2016-8-26,15,11,7,10,5,2,88,63,41,1022,1018,1015,31,12,10,37,24,50,2.03,4,Rain-Thunderstorm,221
2016-8-27,20,13,7,10,4,-3,94,53,12,1023,1021,1019,31,14,10,23,13,,0.25,3,Rain,314
2016-8-28,19,13,8,6,3,0,66,46,18,1024,1022,1020,31,29,26,24,14,,0.00,,,287
2016-8-29,20,14,8,10,5,0,76,52,20,1027,1025,1023,31,21,10,16,13,,0.00,6,,329
2016-8-30,21,16,11,15,10,7,78,64,40,1027,1024,1021,31,18,10,32,13,,0.00,6,,359
2016-8-31,24,19,15,14,12,10,88,62,30,1022,1017,1013,31,16,10,42,18,60,0.00,6,,353
2016-9-1,23,17,12,15,9,4,83,59,20,1020,1017,1014,31,17,10,26,13,,4.06,2,Rain,336
2016-9-2,18,16,14,16,15,13,100,93,80,1014,1008,999,26,9,3,27,13,,19.05,6,Rain,167
2016-9-3,21,17,13,16,7,3,94,51,25,1015,1002,995,31,17,10,58,29,74,0.25,5,Rain,302
2016-9-4,18,13,9,7,4,1,71,47,21,1027,1021,1015,31,27,10,27,13,,0.00,1,,255
2016-9-5,21,14,9,11,7,2,82,54,25,1030,1028,1027,31,31,31,24,14,,0.00,,,331
2016-9-6,22,16,10,14,11,7,94,67,30,1030,1028,1026,31,27,18,26,13,,0.00,,,5
2016-9-7,21,18,14,16,14,9,100,78,41,1032,1030,1028,31,12,10,26,16,,0.00,3,,142
2016-9-8,22,19,15,15,13,11,88,67,44,1030,1026,1023,26,12,10,39,16,,0.00,5,,18
2016-9-9,25,20,15,15,13,8,77,61,25,1023,1018,1013,26,19,10,40,19,55,0.00,,,23
2016-9-10,22,18,14,16,8,2,94,53,15,1016,1012,1010,26,12,4,47,34,66,0.00,5,Rain,318
2016-9-11,19,16,12,12,8,5,82,58,35,1021,1018,1016,31,18,10,21,14,,0.00,3,,240
2016-9-12,21,17,12,13,9,4,88,60,28,1022,1020,1018,31,13,10,24,11,,0.00,4,,235
2016-9-13,19,18,16,15,14,12,88,78,63,1022,1019,1017,31,14,10,27,19,,1.02,6,Rain,184
2016-9-14,25,21,16,16,14,11,100,70,34,1017,1011,1007,31,12,7,29,13,,0.25,6,Rain,352
2016-9-15,22,18,14,15,3,-3,88,37,11,1014,1009,1007,31,31,31,47,26,64,0.00,,,297
2016-9-16,22,18,14,10,5,1,72,42,17,1021,1016,1013,31,16,10,32,21,50,0.00,5,Rain,272
2016-9-17,22,17,11,9,7,5,67,47,24,1023,1020,1017,31,30,26,32,14,,0.00,,,1
2016-9-18,17,14,13,14,11,7,100,77,46,1017,1009,1001,31,11,4,21,11,,8.89,6,Rain,292
2016-9-19,21,17,13,13,8,3,100,57,21,1015,1009,1002,26,11,10,45,21,58,0.00,4,,256
2016-9-20,21,15,9,9,5,1,71,47,17,1019,1016,1015,31,29,26,26,16,,0.00,,,332
2016-9-21,22,18,14,15,11,7,88,64,30,1016,1010,1006,31,14,10,27,13,,0.51,7,Rain,346
2016-9-22,19,16,13,12,9,8,88,62,41,1009,1007,1005,31,13,10,39,19,50,1.02,5,Rain,271
2016-9-23,19,17,14,13,9,7,77,59,42,1012,1011,1008,31,13,10,48,29,66,0.25,5,,222
2016-9-24,21,17,12,15,12,9,82,67,44,1013,1010,1007,31,14,10,21,16,,0.00,2,,349
2016-9-25,21,17,14,15,12,9,94,71,38,1011,1007,1004,26,11,5,32,14,,6.10,5,Rain-Thunderstorm,247
2016-9-26,19,16,12,12,6,2,88,53,24,1013,1011,1009,31,14,10,32,21,37,0.00,2,,223
2016-9-27,23,17,11,4,1,-6,62,34,8,1013,1010,1005,31,16,10,48,24,64,0.00,2,,279
2016-9-28,20,14,9,8,5,2,62,45,27,1014,1012,1008,31,15,10,32,19,,0.00,2,,256
2016-9-29,23,18,13,13,7,-3,88,52,10,1008,999,993,31,14,9,40,19,55,0.51,4,Rain,342
2016-9-30,19,16,13,4,2,0,51,36,21,1002,999,997,31,29,26,47,29,63,0.00,,,339
2016-10-1,22,17,12,6,3,2,63,36,17,1011,1005,1001,31,29,26,53,26,76,0.00,,,312
2016-10-2,26,19,12,13,7,2,67,42,14,1013,1009,1005,31,31,31,32,14,,0.00,,,355
2016-10-3,26,21,17,11,2,-13,46,27,4,1006,1001,997,31,15,10,61,29,80,0.00,6,Rain,329
2016-10-4,24,18,12,6,1,-2,55,29,10,1009,1005,1002,31,16,10,61,27,76,0.00,3,,297
2016-10-5,23,17,11,6,-2,-11,59,27,4,1017,1014,1008,31,30,26,42,31,71,0.00,,,274
2016-10-6,28,21,13,8,2,-4,46,27,7,1021,1018,1016,31,28,19,39,16,45,0.00,8,,288
2016-10-7,31,23,16,9,5,0,59,30,8,1021,1018,1014,31,28,26,32,16,48,0.00,,,301
2016-10-8,24,20,16,15,9,4,78,53,18,1023,1017,1013,31,12,10,47,26,64,0.00,6,,207
2016-10-9,22,18,13,12,8,5,67,47,24,1023,1020,1013,31,18,10,47,24,63,0.00,5,,8
2016-10-10,34,26,17,15,8,2,64,36,12,1013,1007,1004,31,31,31,48,26,76,4.06,8,,305
2016-10-11,19,16,13,8,1,-4,72,35,12,1017,1013,1010,31,19,10,40,29,60,0.25,6,Rain,246
2016-10-12,22,16,9,7,2,-3,58,38,12,1017,1015,1012,31,19,10,24,16,,6.10,1,,270
2016-10-13,16,14,12,13,8,3,94,62,34,1025,1021,1016,31,12,3,45,34,61,0.25,4,Rain,198
2016-10-14,20,14,8,8,5,2,71,49,23,1026,1024,1022,31,14,10,24,16,,0.25,1,,6
2016-10-15,26,18,11,8,6,-3,82,44,7,1024,1019,1015,31,31,31,39,18,58,0.00,,,356
2016-10-16,28,22,16,14,7,2,60,36,11,1016,1011,1006,31,23,11,50,23,50,0.00,,,14
2016-10-17,24,19,14,12,8,4,82,47,17,1013,1007,1003,31,14,9,42,23,32,2.03,5,Rain,309
2016-10-18,26,18,11,7,3,0,72,35,11,1014,1012,1010,31,20,10,39,18,48,0.00,1,,316
2016-10-19,23,19,15,9,4,-6,59,38,7,1023,1017,1013,31,16,10,34,21,42,0.00,2,,200
2016-10-20,22,18,14,13,8,6,68,47,28,1024,1022,1020,31,13,10,40,23,58,0.00,4,Rain,60
2016-10-21,27,21,16,17,13,9,77,59,29,1022,1015,1010,26,13,9,45,21,55,0.00,3,Rain,9
2016-10-22,21,17,12,17,12,-1,100,75,20,1015,1010,1007,31,11,1,39,21,52,1.02,5,Rain-Thunderstorm,207
2016-10-23,17,13,10,9,5,1,82,52,30,1020,1017,1014,31,13,10,48,31,66,0.51,3,Rain,218
2016-10-24,18,14,9,10,6,2,72,52,25,1020,1018,1016,26,14,10,27,19,,0.00,3,,205
2016-10-25,25,18,11,14,9,3,77,53,20,1019,1016,1013,31,27,19,34,14,,0.00,,,339
2016-10-26,28,21,14,13,8,3,77,43,13,1016,1014,1012,31,27,10,32,11,,0.00,6,,360
2016-10-27,21,18,15,16,13,8,94,70,31,1021,1015,1011,26,11,5,35,19,52,0.51,5,Rain,168
2016-10-28,19,17,14,16,12,8,94,68,47,1021,1019,1018,26,12,6,24,16,,1.02,6,Rain,171
2016-10-29,25,21,16,18,16,13,95,76,40,1020,1018,1016,26,11,6,35,18,,0.00,5,Rain,45
2016-10-30,26,23,19,19,17,15,83,70,48,1017,1010,1004,31,13,9,39,23,,0.25,5,Rain-Thunderstorm,20
2016-10-31,22,19,15,15,3,-6,64,34,9,1015,1010,1003,31,25,10,42,26,52,0.25,1,,203
